Time,PID,Tickets,Pass,Stride,Runtime
14104,12,0,0,0,1410
14104,13,0,0,0,1409
14104,14,0,0,0,1409
14827,5,0,0,0,1483
14827,4,0,0,0,18
14827,6,0,0,0,1482
14827,7,0,0,0,1482
14827,8,0,0,0,1482
14827,9,0,0,0,1482
14827,10,0,0,0,1482
14827,11,0,0,0,1482
14827,12,0,0,0,1482
14827,13,0,0,0,1481
14827,14,0,0,0,1481
14827,15,0,0,0,1
14827,16,0,0,0,1
14827,17,0,0,0,0
14827,18,0,0,0,0
14827,19,0,0,0,0
14827,20,0,0,0,0
16620,5,0,0,0,1595
16620,4,0,0,0,19
16620,6,0,0,0,1594
16620,7,0,0,0,1594
16620,8,0,0,0,1594
16620,9,0,0,0,1594
16620,10,0,0,0,1594
16620,11,0,0,0,1594
16620,12,0,0,0,1594
16620,13,0,0,0,1593
16620,14,0,0,0,1593
16620,15,0,0,0,113
16620,16,0,0,0,113
16620,17,0,0,0,112
16620,18,0,0,0,112
16620,19,0,0,0,112
16620,20,0,0,0,112
18333,5,0,0,0,1702
18333,4,0,0,0,20
18333,6,0,0,0,1701
18333,7,0,0,0,1701
18333,8,0,0,0,1701
18333,9,0,0,0,1701
18333,10,0,0,0,1701
18333,11,0,0,0,1701
18333,12,0,0,0,1701
18333,13,0,0,0,1700
18333,14,0,0,0,1700
18333,15,0,0,0,220
18333,16,0,0,0,220
18333,17,0,0,0,219
18333,18,0,0,0,219
18333,19,0,0,0,219
18333,20,0,0,0,219
20126,5,0,0,0,1814
20126,4,0,0,0,21
20126,6,0,0,0,1813
20126,7,0,0,0,1813
20126,8,0,0,0,1813
20126,9,0,0,0,1813
20126,10,0,0,0,1813
20126,11,0,0,0,1813
20126,12,0,0,0,1813
20126,13,0,0,0,1812
20126,14,0,0,0,1812
20126,15,0,0,0,332
20126,16,0,0,0,332
20126,17,0,0,0,331
20126,18,0,0,0,331
20126,19,0,0,0,331
20126,20,0,0,0,331
21902,5,0,0,0,1925
21902,4,0,0,0,21
21902,6,0,0,0,1924
21902,7,0,0,0,1924
21902,8,0,0,0,1924
21902,9,0,0,0,1924
21902,10,0,0,0,1924
21902,11,0,0,0,1924
21902,12,0,0,0,1924
21902,13,0,0,0,1923
21902,14,0,0,0,1923
21902,15,0,0,0,443
21902,16,0,0,0,443
21902,17,0,0,0,442
21902,18,0,0,0,442
21902,19,0,0,0,442
21902,20,0,0,0,442
23615,5,0,0,0,2032
23615,4,0,0,0,22
23615,6,0,0,0,2031
23615,7,0,0,0,2031
23615,8,0,0,0,2031
23615,9,0,0,0,2031
23615,10,0,0,0,2031
23615,11,0,0,0,2031
23615,12,0,0,0,2031
23615,13,0,0,0,2030
23615,14,0,0,0,2030
23615,15,0,0,0,550
23615,16,0,0,0,550
23615,17,0,0,0,549
23615,18,0,0,0,549
23615,19,0,0,0,549
23615,20,0,0,0,549
25391,5,0,0,0,2143
25391,4,0,0,0,22
25391,6,0,0,0,2142
25391,7,0,0,0,2142
25391,8,0,0,0,2142
25391,9,0,0,0,2142
25391,10,0,0,0,2142
25391,11,0,0,0,2142
25391,12,0,0,0,2142
25391,13,0,0,0,2141
25391,14,0,0,0,2141
25391,15,0,0,0,661
25391,16,0,0,0,661
25391,17,0,0,0,660
25391,18,0,0,0,660
25391,19,0,0,0,660
25391,20,0,0,0,660
27183,5,0,0,0,2255
27183,4,0,0,0,22
27183,6,0,0,0,2254
27183,7,0,0,0,2254
27183,8,0,0,0,2254
27183,9,0,0,0,2254
27183,10,0,0,0,2254
27183,11,0,0,0,2254
27183,12,0,0,0,2254
27183,13,0,0,0,2253
27183,14,0,0,0,2253
27183,15,0,0,0,773
27183,16,0,0,0,773
27183,17,0,0,0,772
27183,18,0,0,0,772
27183,19,0,0,0,772
27183,20,0,0,0,772
28896,5,0,0,0,2362
28896,4,0,0,0,23
28896,6,0,0,0,2361
28896,7,0,0,0,2361
28896,8,0,0,0,2361
28896,9,0,0,0,2361
28896,10,0,0,0,2361
28896,11,0,0,0,2361
28896,12,0,0,0,2361
28896,13,0,0,0,2360
28896,14,0,0,0,2360
28896,15,0,0,0,880
28896,16,0,0,0,880
28896,17,0,0,0,879
28896,18,0,0,0,879
28896,19,0,0,0,879
28896,20,0,0,0,879
30720,5,0,0,0,2476
30720,4,0,0,0,23
30720,6,0,0,0,2475
30720,7,0,0,0,2475
30720,8,0,0,0,2475
30720,9,0,0,0,2475
30720,10,0,0,0,2475
30720,11,0,0,0,2475
30720,12,0,0,0,2475
30720,13,0,0,0,2474
30720,14,0,0,0,2474
30720,15,0,0,0,994
30720,16,0,0,0,994
30720,17,0,0,0,993
30720,18,0,0,0,993
30720,19,0,0,0,993
30720,20,0,0,0,993
32545,5,0,0,0,2590
32545,4,0,0,0,24
32545,6,0,0,0,2589
32545,7,0,0,0,2589
32545,8,0,0,0,2589
32545,9,0,0,0,2589
32545,10,0,0,0,2589
32545,11,0,0,0,2589
32545,12,0,0,0,2589
32545,13,0,0,0,2588
32545,14,0,0,0,2588
32545,15,0,0,0,1108
32545,16,0,0,0,1108
32545,17,0,0,0,1107
32545,18,0,0,0,1107
32545,19,0,0,0,1107
32545,20,0,0,0,1107
34614,5,0,0,0,2719
34614,4,0,0,0,28
34614,6,0,0,0,2718
34614,7,0,0,0,2718
34614,8,0,0,0,2718
34614,9,0,0,0,2718
34614,10,0,0,0,2718
34614,11,0,0,0,2718
34614,12,0,0,0,2718
34614,13,0,0,0,2717
34614,14,0,0,0,2717
34614,15,0,0,0,1237
34614,16,0,0,0,1237
34614,17,0,0,0,1236
34614,18,0,0,0,1236
34614,19,0,0,0,1236
34614,20,0,0,0,1236
36439,5,0,0,0,2833
36439,4,0,0,0,29
36439,6,0,0,0,2832
36439,7,0,0,0,2832
36439,8,0,0,0,2832
36439,9,0,0,0,2832
36439,10,0,0,0,2832
36439,11,0,0,0,2832
36439,12,0,0,0,2832
36439,13,0,0,0,2831
36439,14,0,0,0,2831
36439,15,0,0,0,1351
36439,16,0,0,0,1351
36439,17,0,0,0,1350
36439,18,0,0,0,1350
36439,19,0,0,0,1350
36439,20,0,0,0,1350
38186,5,0,0,0,2942
38186,4,0,0,0,32
38186,6,0,0,0,2941
38186,7,0,0,0,2941
38186,8,0,0,0,2941
38186,9,0,0,0,2941
38186,10,0,0,0,2941
38186,11,0,0,0,2941
38186,12,0,0,0,2941
38186,13,0,0,0,2940
38186,14,0,0,0,2940
38186,15,0,0,0,1460
38186,16,0,0,0,1460
38186,17,0,0,0,1459
38186,18,0,0,0,1459
38186,19,0,0,0,1459
38186,20,0,0,0,1459
40011,5,0,0,0,3056
40011,4,0,0,0,33
40011,6,0,0,0,3055
40011,7,0,0,0,3055
40011,8,0,0,0,3055
40011,9,0,0,0,3055
40011,10,0,0,0,3055
40011,11,0,0,0,3055
40011,12,0,0,0,3055
40011,13,0,0,0,3054
40011,14,0,0,0,3054
40011,15,0,0,0,1574
40011,16,0,0,0,1574
40011,17,0,0,0,1573
40011,18,0,0,0,1573
40011,19,0,0,0,1573
40011,20,0,0,0,1573
41853,5,0,0,0,3171
41853,4,0,0,0,35
41853,6,0,0,0,3170
41853,7,0,0,0,3170
41853,8,0,0,0,3170
41853,9,0,0,0,3170
41853,10,0,0,0,3170
41853,11,0,0,0,3170
41853,12,0,0,0,3170
41853,13,0,0,0,3169
41853,14,0,0,0,3169
41853,15,0,0,0,1689
41853,16,0,0,0,1689
41853,17,0,0,0,1688
41853,18,0,0,0,1688
41853,19,0,0,0,1688
41853,20,0,0,0,1688
43566,5,0,0,0,3278
43566,4,0,0,0,36
43566,6,0,0,0,3277
43566,7,0,0,0,3277
43566,8,0,0,0,3277
43566,9,0,0,0,3277
43566,10,0,0,0,3277
43566,11,0,0,0,3277
43566,12,0,0,0,3277
43566,13,0,0,0,3276
43566,14,0,0,0,3276
43566,15,0,0,0,1796
43566,16,0,0,0,1796
43566,17,0,0,0,1795
43566,18,0,0,0,1795
43566,19,0,0,0,1795
43566,20,0,0,0,1795
45391,5,0,0,0,3392
45391,4,0,0,0,37
45391,6,0,0,0,3391
45391,7,0,0,0,3391
45391,8,0,0,0,3391
45391,9,0,0,0,3391
45391,10,0,0,0,3391
45391,11,0,0,0,3391
45391,12,0,0,0,3391
45391,13,0,0,0,3390
45391,14,0,0,0,3390
45391,15,0,0,0,1910
45391,16,0,0,0,1910
45391,17,0,0,0,1909
45391,18,0,0,0,1909
45391,19,0,0,0,1909
45391,20,0,0,0,1909
47216,5,0,0,0,3506
47216,4,0,0,0,38
47216,6,0,0,0,3505
47216,7,0,0,0,3505
47216,8,0,0,0,3505
47216,9,0,0,0,3505
47216,10,0,0,0,3505
47216,11,0,0,0,3505
47216,12,0,0,0,3505
47216,13,0,0,0,3504
47216,14,0,0,0,3504
47216,15,0,0,0,2024
47216,16,0,0,0,2024
47216,17,0,0,0,2023
47216,18,0,0,0,2023
47216,19,0,0,0,2023
47216,20,0,0,0,2023
48912,5,0,0,0,3612
48912,4,0,0,0,38
48912,6,0,0,0,3611
48912,7,0,0,0,3611
48912,8,0,0,0,3611
48912,9,0,0,0,3611
48912,10,0,0,0,3611
48912,11,0,0,0,3611
48912,12,0,0,0,3611
48912,13,0,0,0,3610
48912,14,0,0,0,3610
48912,15,0,0,0,2130
48912,16,0,0,0,2130
48912,17,0,0,0,2129
48912,18,0,0,0,2129
48912,19,0,0,0,2129
48912,20,0,0,0,2129
